nx,ny,PCP,POP,PTY,REH,SKY,TMP,WSD
50,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.8
50,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.3
50,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.8
50,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,3.3
50,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.9
50,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.5
50,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,2.0
50,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.6
50,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.4
50,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.4
50,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.5
50,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.3
50,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.2
50,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.1
50,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.0
50,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.8
50,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.7
51,119,0.0,0.0,0.0,85.0,1.0,4.0,1.4
51,120,0.0,0.0,0.0,80.0,1.0,5.0,1.4
51,121,0.0,0.0,0.0,80.0,1.0,5.0,1.4
51,122,0.0,0.0,0.0,80.0,1.0,5.0,1.5
51,123,0.0,0.0,0.0,85.0,1.0,4.0,1.6
51,124,0.0,0.0,0.0,80.0,1.0,3.0,1.7
51,125,0.0,0.0,0.0,85.0,1.0,1.0,1.9
51,126,0.0,0.0,0.0,85.0,1.0,1.0,2.0
51,127,0.0,0.0,0.0,90.0,1.0,0.0,2.0
51,128,0.0,0.0,0.0,90.0,1.0,0.0,2.1
51,129,0.0,0.0,0.0,90.0,1.0,-1.0,2.1
51,130,0.0,0.0,0.0,85.0,1.0,-1.0,2.1
51,131,0.0,0.0,0.0,75.0,1.0,1.0,2.0
51,132,0.0,0.0,0.0,70.0,1.0,-1.0,1.8
51,133,0.0,0.0,0.0,70.0,1.0,0.0,1.5
51,134,0.0,0.0,0.0,75.0,1.0,1.0,1.2
51,135,0.0,0.0,0.0,75.0,1.0,1.0,0.8
52,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9
52,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9
52,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9
52,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9
52,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9
52,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9
52,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9
52,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9
52,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9
52,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9
52,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9
52,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9
52,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9
52,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9
52,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.9
52,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.0
52,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,5.0
53,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.9
53,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.8
53,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.6
53,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.5
53,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.4
53,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.3
53,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.3
53,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.3
53,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.3
53,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.4
53,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.4
53,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.4
53,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.4
53,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.3
53,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.4
53,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.4
53,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,0.4
54,119,0.0,0.0,0.0,85.0,1.0,2.0,1.8
54,120,0.0,0.0,0.0,80.0,1.0,2.0,1.6
54,121,0.0,0.0,0.0,80.0,1.0,-1.0,1.4
54,122,0.0,0.0,0.0,80.0,1.0,0.0,1.1
54,123,0.0,0.0,0.0,80.0,1.0,0.0,0.8
54,124,0.0,0.0,0.0,90.0,1.0,0.0,0.7
54,125,0.0,0.0,0.0,90.0,1.0,0.0,0.6
54,126,0.0,0.0,0.0,85.0,1.0,1.0,0.7
54,127,0.0,0.0,0.0,85.0,1.0,1.0,0.8
54,128,0.0,0.0,0.0,90.0,1.0,1.0,0.9
54,129,0.0,0.0,0.0,95.0,1.0,1.0,0.8
54,130,0.0,0.0,0.0,90.0,1.0,2.0,0.9
54,131,0.0,0.0,0.0,85.0,1.0,4.0,0.8
54,132,0.0,0.0,0.0,75.0,1.0,3.0,0.7
54,133,0.0,0.0,0.0,65.0,1.0,6.0,0.8
54,134,0.0,0.0,0.0,65.0,1.0,5.0,0.8
54,135,0.0,0.0,0.0,65.0,1.0,3.0,0.9
55,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.4
55,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.4
55,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.4
55,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.5
55,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.5
55,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.5
55,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.5
55,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.5
55,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.5
55,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.5
55,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.5
55,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.5
55,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.5
55,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.5
55,133,0.0,0.0,0.0,70.0,1.0,12.0,4.5
55,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.5
55,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,4.5
56,119,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.1
56,120,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.0
56,121,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.0
56,122,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.0
56,123,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.0
56,124,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.0
56,125,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.0
56,126,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.1
56,127,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.1
56,128,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.1
56,129,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.2
56,130,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.3
56,131,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.3
56,132,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.4
56,133,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.4
56,134,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.5
56,135,-99.0,-99.0,0.0,-99.0,1.0,-99.0,1.6
57,119,0.0,0.0,0.0,85.0,1.0,0.0,0.8
57,120,0.0,0.0,0.0,85.0,1.0,0.0,0.9
